id,num_noun,num_verb,num_adj
9098,3,1,0
9099,7,0,2
9100,5,3,1
9101,5,1,1
9102,7,1,2
9103,3,1,3
9104,7,0,1
9105,8,4,1
9106,6,1,0
9107,7,0,2
9108,6,3,3
9109,6,2,2
9110,4,1,2
9111,4,0,3
9112,5,1,0
9113,8,1,1
9114,6,1,1
9115,4,1,2
9116,3,1,1
9117,7,1,3
9118,1,0,3
9119,4,2,0
9120,5,1,1
9121,2,0,0
9122,3,0,2
9123,9,1,1
9124,10,2,3
9125,1,0,1
9126,1,0,0
9127,8,3,2
9128,11,3,3
9129,2,3,2
9130,6,0,2
9131,6,1,0
9132,3,0,2
9133,5,1,1
9134,4,0,0
9135,9,1,1
9136,5,1,1
9137,3,0,1
9138,9,1,2
9139,2,1,1
9140,9,1,1
9141,8,1,2
9142,2,0,1
9143,8,4,1
9144,4,0,3
9145,7,0,1
9146,5,6,3
9147,3,3,2
9148,5,0,0
9149,4,3,1
9150,5,1,1
9151,7,1,0
9152,6,2,0
9153,3,2,1
9154,9,0,1
9155,5,2,1
9156,9,2,0
9157,4,0,1
9158,5,1,1
9159,3,0,2
9160,3,1,0
9161,5,1,3
9162,8,2,1
9163,4,0,4
9164,6,2,2
9165,3,4,1
9166,5,0,1
9167,6,4,1
9168,6,2,0
9169,6,0,0
9170,8,3,0
9171,5,3,0
9172,4,3,3
9173,7,1,0
9174,3,2,1
9175,6,1,0
9176,6,1,0
9177,4,0,2
9178,4,1,2
9179,4,0,2
9180,7,1,2
9181,3,0,2
9182,5,1,2
9183,3,1,1
9184,2,1,0
9185,7,1,2
9186,7,0,0
9187,1,1,2
9188,5,1,2
9189,7,2,1
9190,2,1,1
9191,4,0,0
9192,7,3,2
9193,3,2,2
9194,7,1,0
9195,7,1,1
9196,6,4,2
9197,6,2,1
9198,16,9,3
9199,8,0,3
9200,6,1,1
9201,4,2,1
9202,5,1,2
9203,5,3,5
9204,6,3,2
9205,3,1,5
9206,4,0,1
9207,9,0,1
9208,3,0,1
9209,7,0,1
9210,7,1,1
9211,3,1,4
9212,4,0,0
9213,6,3,1
9214,4,1,0
9215,4,2,2
9216,9,0,0
9217,5,1,1
9218,7,2,2
9219,6,1,1
9220,4,2,3
9221,9,1,0
9222,9,2,0
9223,3,1,1
9224,1,0,0
9225,8,1,1
9226,3,1,0
9227,8,1,2
9228,3,3,1
9229,6,1,1
9230,6,1,1
9231,5,0,3
9232,5,1,1
9233,7,1,1
9234,5,1,0
9235,4,1,0
9236,2,0,3
9237,5,1,1
9238,6,0,0
9239,6,1,0
9240,3,1,1
9241,19,4,4
9242,8,3,1
9243,3,3,1
9244,3,0,3
9245,6,1,1
9246,6,1,0
9247,8,1,0
9248,5,1,3
9249,1,1,2
9250,5,2,3
9251,4,0,2
9252,7,1,1
9253,5,2,2
9254,4,1,2
9255,4,0,3
9256,6,0,5
9257,5,1,0
9258,3,0,2
9259,2,1,1
9260,7,0,1
9261,5,0,1
9262,2,2,1
9263,7,1,0
9264,8,3,1
9265,6,1,1
9266,7,1,4
9267,6,0,1
9268,9,2,3
9269,8,1,1
9270,6,0,1
9271,7,2,1
9272,2,0,0
9273,4,3,3
9274,4,1,1
9275,6,1,1
9276,6,2,0
9277,4,1,2
9278,7,1,0
9279,5,0,2
9280,7,1,1
9281,6,2,0
9282,7,1,2
9283,9,1,0
9284,11,0,1
9285,5,1,1
9286,4,1,0
9287,3,1,2
9288,5,1,0
9289,6,2,3
9290,6,2,2
9291,5,1,0
9292,5,2,0
9293,5,2,2
9294,12,7,5
9295,3,3,2
9296,7,4,0
9297,7,1,1
9298,5,0,2
9299,7,1,1
9300,7,0,3
9301,4,1,0
9302,10,5,3
9303,10,0,0
9304,8,2,0
9305,10,8,4
9306,8,1,0
9307,9,2,1
9308,7,0,1
9309,6,7,2
9310,6,1,1
9311,3,1,4
9312,3,0,3
9313,7,0,3
9314,2,1,0
9315,5,1,3
9316,3,1,2
9317,7,1,1
9318,1,1,0
9319,9,4,7
9320,8,1,1
9321,5,2,2
9322,8,3,8
9323,7,1,0
9324,7,2,3
9325,5,4,0
9326,7,2,2
9327,9,1,1
9328,6,2,0
9329,6,1,0
9330,5,0,1
9331,6,0,1
9332,5,1,0
9333,12,0,0
9334,6,2,3
9335,3,0,0
9336,5,1,1
9337,3,1,2
9338,6,3,0
9339,4,0,3
9340,9,3,1
9341,3,2,4
9342,6,1,1
9343,8,1,0
9344,5,0,0
9345,4,2,2
9346,1,3,0
9347,1,1,2
9348,5,1,0
9349,9,2,0
9350,7,0,0
9351,3,2,0
9352,4,3,1
9353,5,0,3
9354,12,3,1
9355,6,3,2
9356,3,0,3
9357,3,2,2
9358,5,3,2
9359,3,0,2
9360,5,1,1
9361,7,2,3
9362,5,2,1
9363,7,2,3
9364,1,0,0
9365,26,3,6
9366,7,1,4
9367,6,2,1
9368,5,0,3
9369,5,1,0
9370,5,1,0
9371,5,1,3
9372,5,0,2
9373,4,1,1
9374,6,1,0
9375,3,1,2
9376,6,1,5
9377,9,1,2
9378,4,1,0
9379,12,1,0
9380,10,1,0
9381,4,1,0
9382,1,2,1
9383,6,1,1
9384,9,0,0
9385,3,1,1
9386,4,1,2
9387,3,1,1
9388,3,3,4
9389,0,2,0
9390,6,1,1
9391,8,2,1
9392,8,1,2
9393,3,0,1
9394,4,2,2
9395,10,2,2
9396,5,2,1
9397,5,2,0
9398,6,2,2
9399,5,0,3
9400,7,1,1
9401,5,3,1
9402,11,1,0
9403,8,2,1
9404,14,0,0
9405,6,1,4
9406,5,2,1
9407,7,1,1
9408,2,1,2
9409,5,1,2
9410,8,1,4
9411,4,2,7
9412,5,0,2
9413,7,3,1
9414,7,0,2
9415,3,1,2
9416,9,2,5
9417,6,4,1
9418,9,2,2
9419,5,0,1
9420,5,1,1
9421,4,1,3
9422,7,2,1
9423,4,1,3
9424,6,0,2
9425,5,0,2
9426,6,0,4
9427,4,0,0
9428,8,3,1
9429,3,0,1
9430,7,3,2
9431,6,0,2
9432,8,0,3
9433,4,2,0
9434,6,3,2
9435,6,1,1
9436,9,1,0
9437,4,3,1
9438,6,1,1
9439,5,1,1
9440,1,1,0
9441,4,0,1
9442,9,1,3
9443,9,1,1
9444,19,5,2
9445,4,0,4
9446,7,0,1
9447,4,0,2
9448,6,1,1
9449,5,1,2
9450,11,1,0
9451,6,2,0
9452,8,1,0
9453,6,1,0
9454,6,1,0
9455,11,3,3
9456,3,1,0
9457,7,2,3
9458,6,1,0
9459,21,7,9
9460,5,2,2
9461,7,4,1
9462,3,2,2
9463,10,2,2
9464,5,2,3
9465,10,0,0
9466,7,5,1
9467,4,3,3
9468,5,0,3
9469,5,1,2
9470,3,1,2
9471,5,2,1
9472,6,2,0
9473,5,1,1
9474,4,2,0
9475,17,6,6
9476,6,2,1
9477,4,1,2
9478,6,1,0
9479,5,1,1
9480,6,2,1
9481,4,1,2
9482,7,1,3
9483,5,0,1
9484,5,4,4
9485,6,0,0
9486,2,1,0
9487,6,1,1
9488,5,2,3
9489,5,2,2
9490,6,1,3
9491,4,2,1
9492,2,1,1
9493,8,3,1
9494,6,1,1
9495,8,1,2
9496,14,0,0
9497,2,2,1
9498,2,1,3
9499,8,1,1
9500,7,1,2
9501,2,1,1
9502,6,1,2
9503,7,1,0
9504,7,0,1
9505,5,0,1
9506,6,1,1
9507,5,0,2
9508,4,0,2
9509,11,2,3
9510,2,0,2
9511,3,1,0
9512,4,2,1
9513,4,2,4
9514,7,0,2
9515,5,0,2
9516,5,1,1
9517,10,0,1
9518,7,1,1
9519,4,3,0
9520,6,1,3
9521,8,0,2
9522,5,1,0
9523,7,0,0
9524,6,1,1
9525,5,1,2
9526,5,0,1
9527,6,2,1
9528,2,0,1
9529,7,3,3
9530,5,3,0
9531,5,1,0
9532,6,2,0
9533,6,1,0
9534,12,3,1
9535,2,2,3
9536,4,1,1
9537,4,2,0
9538,5,3,3
9539,5,0,0
9540,4,2,2
9541,7,1,1
9542,12,3,1
9543,5,2,2
9544,4,0,2
9545,4,3,1
9546,3,0,0
9547,17,4,5
9548,4,1,3
9549,3,1,3
9550,7,2,0
9551,5,2,2
9552,7,1,1
9553,10,1,0
9554,8,0,1
9555,10,3,2
9556,6,3,0
9557,7,1,1
9558,5,0,1
9559,4,0,2
9560,6,0,2
9561,10,2,0
9562,8,2,1
9563,9,1,1
9564,6,4,1
9565,6,2,1
9566,4,0,3
9567,5,1,1
9568,5,1,2
9569,7,1,1
9570,25,7,4
9571,6,3,0
9572,8,1,1
9573,7,1,1
9574,5,1,1
9575,4,1,1
9576,2,1,1
9577,4,0,0
9578,3,0,1
9579,9,0,0
9580,7,0,2
9581,7,2,0
9582,3,2,0
9583,8,2,2
9584,4,1,0
9585,4,1,2
9586,2,1,2
9587,4,1,2
9588,3,0,0
9589,3,1,1
9590,9,2,0
9591,8,1,2
9592,5,3,5
9593,3,2,0
9594,10,2,0
9595,6,1,2
9596,4,2,2
9597,5,1,0
9598,3,0,0
9599,5,2,1
9600,6,1,0
9601,1,0,3
9602,4,0,0
9603,3,1,0
9604,3,1,2
9605,3,4,2
9606,6,0,1
9607,7,1,1
9608,8,2,0
9609,6,6,3
9610,5,1,0
9611,5,0,1
9612,5,1,0
9613,9,1,2
9614,10,0,0
9615,4,1,0
9616,5,2,2
9617,6,3,1
9618,4,1,2
9619,2,2,2
9620,6,1,1
9621,6,2,2
9622,5,1,0
9623,10,1,1
9624,5,2,0
9625,6,1,1
9626,6,0,1
9627,6,2,3
9628,5,1,0
9629,3,2,1
9630,7,1,1
9631,6,2,0
9632,6,0,1
9633,4,2,0
9634,8,1,1
9635,6,1,2
9636,3,1,1
9637,3,0,1
9638,6,1,1
9639,8,1,1
9640,2,0,0
9641,4,1,2
9642,13,0,0
9643,0,0,1
9644,2,0,2
9645,7,1,3
9646,4,1,3
9647,5,1,1
9648,3,2,0
9649,9,1,2
9650,5,1,0
9651,6,1,3
9652,10,1,1
9653,13,5,8
9654,4,0,1
9655,4,2,4
9656,7,0,0
9657,5,1,1
9658,8,1,1
9659,2,0,0
9660,6,2,3
9661,3,0,3
9662,5,1,4
9663,4,2,1
9664,10,2,0
9665,5,1,2
9666,8,1,1
9667,6,2,2
9668,7,3,0
9669,7,0,0
9670,4,1,2
9671,3,1,2
9672,7,1,0
9673,2,0,3
9674,5,2,2
9675,6,1,0
9676,6,1,1
9677,4,1,0
9678,6,2,0
9679,4,1,2
9680,5,2,2
9681,5,1,3
9682,5,3,2
9683,2,0,4
9684,7,4,1
9685,7,1,2
9686,6,1,1
9687,7,0,2
9688,7,1,2
9689,4,0,1
9690,7,2,1
9691,8,1,3
9692,3,2,1
9693,5,2,2
9694,2,1,2
9695,6,0,0
9696,2,0,0
9697,4,3,3
9698,7,0,0
9699,4,1,1
9700,4,2,3
9701,8,1,2
9702,9,0,0
9703,5,0,1
9704,10,2,2
9705,12,5,1
9706,4,2,1
9707,2,2,1
9708,3,0,3
9709,5,1,2
9710,5,1,1
9711,2,0,1
9712,11,0,0
9713,5,0,2
9714,3,1,3
9715,7,1,1
9716,4,1,0
9717,5,1,1
9718,5,1,1
9719,2,0,4
9720,4,2,3
9721,6,1,1
9722,10,0,0
9723,3,3,0
9724,3,2,2
9725,6,2,3
9726,5,0,2
9727,4,1,2
9728,2,1,3
9729,6,0,0
9730,3,2,2
9731,3,1,2
9732,7,2,3
9733,7,1,3
9734,13,3,6
9735,3,1,1
9736,6,1,0
9737,5,2,1
9738,4,0,1
9739,4,1,2
9740,8,1,3
9741,5,2,0
9742,5,2,6
9743,6,3,4
9744,4,1,1
9745,4,0,2
9746,5,2,0
9747,6,2,2
9748,3,2,1
9749,7,2,1
9750,3,0,1
9751,3,3,4
9752,5,1,1
9753,6,2,2
9754,4,1,1
9755,8,1,1
9756,5,2,2
9757,9,1,0
9758,7,3,2
9759,6,0,2
9760,3,1,1
9761,5,1,1
9762,5,2,0
9763,6,2,0
9764,6,2,1
9765,3,3,2
9766,13,2,5
9767,9,1,1
9768,4,1,1
9769,6,0,1
9770,8,1,1
9771,5,1,1
9772,4,2,1
9773,5,0,2
9774,9,2,8
9775,6,1,1
9776,2,1,2
9777,1,2,2
9778,9,1,2
9779,7,0,2
9780,8,2,0
9781,6,2,0
9782,6,1,2
9783,9,0,0
9784,3,1,1
9785,1,1,0
9786,13,0,2
9787,6,1,0
9788,7,3,0
9789,7,3,2
9790,6,2,0
9791,8,0,1
9792,9,1,2
9793,5,1,2
9794,9,0,0
9795,8,1,1
9796,4,3,3
9797,6,1,1
9798,4,1,2
9799,6,1,0
9800,6,0,0
9801,5,0,2
9802,5,1,2
9803,6,0,0
9804,2,0,1
9805,5,2,0
9806,4,2,2
9807,3,0,1
9808,5,1,2
9809,3,1,2
9810,8,0,0
9811,7,1,2
9812,5,1,2
9813,7,1,3
9814,2,2,1
9815,5,1,4
9816,5,0,3
9817,9,4,0
9818,4,1,0
9819,6,1,0
9820,5,0,2
9821,7,2,2
9822,4,1,3
9823,7,2,2
9824,3,1,0
9825,3,0,5
9826,3,0,1
9827,5,0,1
9828,8,2,1
9829,6,4,4
9830,4,1,1
9831,7,3,4
9832,6,1,0
9833,4,0,1
9834,4,0,3
9835,6,1,1
9836,4,2,0
9837,3,3,2
9838,8,1,1
9839,4,0,1
9840,6,0,0
9841,3,0,2
9842,4,1,5
9843,5,1,3
9844,4,1,2
9845,6,2,1
9846,6,1,1
9847,5,2,1
9848,5,0,1
9849,6,1,3
9850,6,2,2
9851,5,1,1
9852,3,2,1
9853,3,1,1
9854,3,2,1
9855,3,1,1
9856,8,1,0
9857,16,9,6
9858,6,2,3
9859,6,3,1
9860,7,1,0
9861,6,2,1
9862,4,2,2
9863,4,1,0
9864,7,1,1
9865,3,1,4
9866,6,3,1
9867,6,1,0
9868,5,2,1
9869,5,1,1
9870,7,1,2
9871,7,1,3
9872,5,0,3
9873,5,0,0
9874,11,1,1
9875,4,1,1
9876,3,3,0
9877,7,3,4
9878,6,2,1
9879,8,3,1
9880,7,0,2
9881,2,0,2
9882,13,0,4
9883,5,1,3
9884,6,1,1
9885,3,1,2
9886,6,1,3
9887,5,1,2
9888,7,1,1
9889,6,1,0
9890,8,2,2
9891,4,1,2
9892,13,3,6
9893,9,2,1
9894,8,1,0
9895,6,1,0
9896,6,1,2
9897,6,2,1
9898,7,2,2
9899,10,2,2
9900,4,1,2
9901,6,1,0
9902,6,2,2
9903,3,1,1
9904,4,1,1
9905,4,1,0
9906,5,2,0
9907,3,1,2
9908,2,0,1
9909,1,1,1
9910,5,2,0
9911,5,2,2
9912,5,1,2
9913,1,1,0
9914,6,0,0
9915,6,1,1
9916,5,2,3
9917,4,2,2
9918,4,1,0
9919,7,1,3
9920,8,1,1
9921,5,2,3
9922,7,3,3
9923,4,3,1
9924,13,4,4
9925,4,1,1
9926,4,2,1
9927,8,1,3
9928,4,3,3
9929,4,0,0
9930,2,3,2
9931,2,0,3
9932,3,0,4
9933,6,2,1
9934,3,1,1
9935,6,2,1
9936,4,0,0
9937,7,1,0
9938,2,1,1
9939,5,1,1
9940,7,2,0
9941,3,0,1
9942,4,2,2
9943,6,1,1
9944,8,1,1
9945,2,2,4
9946,2,2,3
9947,6,3,2
9948,5,1,2
9949,4,0,3
9950,6,1,0
9951,16,0,0
9952,2,3,1
9953,6,1,0
9954,9,2,1
9955,5,0,1
9956,5,1,2
9957,9,2,1
9958,6,1,2
9959,6,2,0
9960,8,1,0
9961,3,1,2
9962,6,1,1
9963,2,2,1
9964,5,1,3
9965,5,0,1
9966,6,2,2
9967,3,3,3
9968,2,0,2
9969,2,2,3
9970,6,3,2
9971,4,0,5
9972,3,1,2
9973,2,0,2
9974,4,1,4
9975,5,1,3
9976,2,0,0
9977,5,1,2
9978,12,2,1
9979,4,2,0
9980,3,0,0
9981,5,2,1
9982,8,2,2
9983,5,2,1
9984,7,2,1
9985,4,1,0
9986,3,1,2
9987,4,0,1
9988,4,1,3
9989,3,1,2
9990,5,1,1
9991,20,5,5
9992,4,1,3
9993,3,2,3
9994,5,2,2
9995,8,0,4
9996,6,1,1
9997,5,1,3
9998,8,1,2
9999,2,0,2
10000,6,2,2
10001,4,0,2
10002,5,1,1
10003,2,2,2
10004,5,2,1
10005,4,2,2
10006,4,1,0
10007,5,1,2
10008,6,0,0
10009,7,1,0
10010,5,1,2
10011,9,2,1
10012,9,4,7
10013,5,2,1
10014,5,1,0
10015,4,1,2
10016,6,2,2
10017,10,1,1
10018,6,2,1
10019,7,1,1
10020,4,1,2
10021,6,1,1
10022,7,2,1
10023,7,3,1
10024,6,2,1
10025,7,1,1
10026,5,1,1
10027,4,2,1
10028,9,1,1
10029,3,0,2
10030,5,1,2
10031,6,0,0
10032,6,1,0
10033,5,1,0
10034,7,1,0
10035,4,2,3
10036,8,2,3
10037,5,0,3
10038,7,1,0
10039,7,1,1
10040,9,3,3
10041,4,1,1
10042,2,2,3
10043,3,1,1
10044,5,2,1
10045,8,1,3
10046,6,0,0
10047,2,3,0
10048,7,4,1
10049,8,2,0
10050,8,3,2
10051,8,1,2
10052,8,0,0
10053,5,3,2
10054,5,1,0
10055,7,1,1
10056,9,1,0
10057,1,0,0
10058,5,0,1
10059,5,1,4
10060,14,3,1
10061,9,0,0
10062,2,3,1
10063,7,1,0
10064,9,0,0
10065,7,3,1
10066,4,0,1
10067,6,0,1
10068,6,2,1
10069,5,1,0
10070,5,1,2
10071,9,1,0
10072,6,1,3
10073,8,1,6
10074,17,7,3
10075,2,2,0
10076,6,1,1
10077,4,3,0
10078,7,0,0
10079,5,0,2
10080,6,1,1
10081,5,1,2
10082,6,1,1
10083,13,3,1
10084,4,2,3
10085,4,2,0
10086,1,1,0
10087,2,1,0
10088,4,1,5
10089,4,1,2
10090,3,0,0
10091,4,1,0
10092,6,3,2
10093,3,1,0
10094,5,2,0
10095,6,1,1
10096,6,2,1
10097,4,0,1
10098,6,1,3
10099,3,0,2
10100,4,2,0
10101,3,0,2
10102,8,0,0
10103,5,0,1
10104,8,1,1
10105,8,1,1
10106,5,1,2
10107,6,0,0
10108,5,1,3
10109,2,0,2
10110,4,1,2
10111,3,0,2
10112,8,1,2
10113,3,0,0
10114,5,2,0
10115,6,2,1
10116,2,1,2
10117,8,0,2
10118,3,1,2
10119,5,1,3
10120,4,0,2
10121,1,1,2
10122,7,1,2
10123,6,1,2
10124,6,0,0
10125,7,2,1
10126,12,1,0
10127,6,1,1
10128,5,0,0
10129,5,1,0
10130,7,2,1
10131,4,2,1
10132,4,1,2
10133,13,2,2
10134,6,3,4
10135,5,1,0
10136,9,2,1
10137,4,4,4
10138,5,0,2
10139,5,1,0
10140,7,1,3
10141,9,0,0
10142,5,2,2
10143,8,1,1
10144,6,2,1
10145,7,1,1
10146,8,1,2
10147,3,1,0
10148,5,0,2
10149,7,1,1
10150,7,0,0
10151,2,0,3
10152,5,0,2
10153,5,1,0
10154,6,0,2
10155,6,2,2
10156,5,2,2
10157,3,0,3
10158,4,0,4
10159,6,2,0
10160,2,0,2
10161,6,1,1
10162,4,1,1
10163,9,1,0
10164,6,2,1
10165,6,1,1
10166,4,4,3
10167,4,2,2
10168,15,5,5
10169,7,2,1
10170,4,4,1
10171,5,3,2
10172,3,0,1
10173,5,1,1
10174,5,1,3
10175,3,2,3
10176,2,0,2
10177,8,2,0
10178,5,1,0
10179,6,0,1
10180,8,1,1
10181,8,1,0
10182,5,0,1
10183,5,1,2
10184,2,1,1
10185,6,0,3
10186,2,4,1
10187,6,0,0
10188,3,0,2
10189,6,1,3
10190,7,2,1
10191,5,2,0
10192,6,1,0
10193,10,1,2
10194,5,2,1
10195,6,1,0
10196,3,0,3
10197,6,1,2
10198,5,1,1
10199,5,1,1
10200,3,1,1
10201,7,4,2
10202,5,3,2
10203,10,1,0
10204,7,1,1
10205,5,0,0
10206,5,2,1
10207,4,0,1
10208,9,1,0
10209,4,1,3
10210,5,1,2
10211,8,0,0
10212,10,1,0
10213,4,2,0
10214,10,1,0
10215,4,0,3
10216,10,1,1
10217,6,2,1
10218,6,1,1
10219,5,2,2
10220,5,2,2
10221,4,2,1
10222,6,2,2
10223,10,0,1
10224,7,1,0
10225,8,1,1
10226,6,1,2
10227,5,2,0
10228,7,2,2
10229,4,3,4
10230,2,1,1
10231,6,2,0
10232,5,2,0
10233,2,2,1
10234,7,0,0
10235,4,1,1
10236,8,0,0
10237,1,1,1
10238,4,2,3
10239,4,2,3
10240,8,0,1
10241,6,0,4
10242,3,0,1
10243,8,2,3
10244,6,2,4
10245,8,2,1
10246,5,1,2
10247,4,0,2
10248,3,1,1
10249,4,2,1
10250,4,2,1
10251,3,2,2
10252,6,1,1
10253,2,1,1
10254,2,0,0
10255,7,1,1
10256,5,2,1
10257,4,0,4
10258,6,1,1
10259,2,1,2
10260,6,0,4
10261,2,2,0
10262,3,1,2
10263,10,1,0
10264,1,1,0
10265,6,1,1
10266,3,1,3
10267,9,3,1
10268,3,3,3
10269,5,1,0
10270,6,1,0
10271,5,2,0
10272,4,2,1
10273,8,1,4
10274,6,2,1
10275,3,2,1
10276,2,2,2
10277,4,2,2
10278,4,2,1
10279,7,0,0
10280,5,1,5
10281,5,1,3
10282,5,3,4
10283,15,10,2
10284,3,1,5
10285,8,2,2
10286,5,0,1
10287,3,1,2
10288,3,1,1
10289,2,3,3
10290,5,1,1
10291,6,2,2
10292,7,1,1
10293,5,2,0
10294,5,0,1
10295,5,3,1
10296,4,0,1
10297,5,1,1
10298,8,3,1
10299,5,1,1
10300,4,0,4
10301,3,1,2
10302,4,0,0
10303,10,3,4
10304,14,3,4
10305,4,2,0
10306,4,1,0
10307,15,5,6
10308,8,1,2
10309,5,1,0
10310,8,1,0
10311,5,1,3
10312,5,0,0
10313,6,2,0
10314,2,3,2
10315,6,2,1
10316,3,1,1
10317,9,2,2
10318,4,2,0
10319,5,1,2
10320,6,1,3
10321,5,0,1
10322,5,2,2
10323,6,1,1
10324,7,1,3
10325,4,3,1
10326,2,0,1
10327,9,2,3
10328,8,2,1
10329,4,0,3
10330,6,1,0
10331,6,1,1
10332,5,1,1
10333,5,3,3
10334,6,0,2
10335,27,3,3
10336,5,1,0
10337,4,3,1
10338,6,2,0
10339,13,0,0
10340,4,1,1
10341,9,0,0
10342,5,1,3
10343,3,2,0
10344,11,3,0
10345,6,3,1
10346,7,1,1
10347,6,0,0
10348,6,2,1
10349,5,1,0
10350,9,4,2
10351,8,2,0
10352,5,3,1
10353,4,1,2
10354,5,0,2
10355,9,3,1
10356,2,1,1
10357,9,1,1
10358,2,1,4
10359,4,2,1
10360,8,2,2
10361,9,1,2
10362,5,4,0
10363,6,2,5
10364,4,0,2
10365,4,1,4
10366,2,1,0
10367,4,1,1
10368,14,4,2
10369,5,1,2
10370,6,1,0
10371,4,2,2
10372,4,1,1
10373,5,2,3
10374,8,2,2
10375,8,2,1
10376,7,2,0
10377,9,2,2
10378,6,1,0
10379,6,1,1
10380,10,1,1
10381,7,2,2
10382,3,0,3
10383,7,2,1
10384,10,0,1
10385,8,0,0
10386,6,2,1
10387,7,0,0
10388,5,1,1
10389,5,1,0
10390,2,2,1
10391,10,1,4
10392,4,1,4
10393,2,0,2
10394,6,1,0
10395,3,1,2
10396,6,2,1
10397,4,1,1
10398,9,1,0
10399,5,2,3
10400,7,2,1
10401,2,1,3
10402,6,1,4
10403,6,1,2
10404,8,4,1
10405,3,0,1
10406,4,2,1
10407,3,1,2
10408,6,0,2
10409,7,2,2
10410,4,1,1
10411,4,1,5
10412,6,2,3
10413,4,1,2
10414,2,1,2
10415,4,2,2
10416,2,1,0
10417,6,0,0
10418,1,0,1
10419,5,2,2
10420,8,1,3
10421,2,1,2
10422,4,2,3
10423,5,2,2
10424,6,1,0
10425,5,1,3
10426,10,1,1
10427,2,0,0
10428,5,2,0
10429,8,0,1
10430,6,2,0
10431,2,0,1
10432,10,1,0
10433,7,0,1
10434,6,0,2
10435,6,1,2
10436,6,1,0
10437,6,2,1
10438,4,1,1
10439,4,4,3
10440,5,0,1
10441,5,3,3
10442,7,1,2
10443,7,3,1
10444,3,0,6
10445,2,1,3
10446,3,1,3
10447,4,1,2
10448,5,2,2
10449,4,1,1
10450,6,1,0
10451,5,2,0
10452,5,4,0
10453,5,1,1
10454,6,2,0
10455,10,0,1
10456,3,3,3
10457,7,1,1
10458,6,1,1
10459,8,1,0
10460,3,0,0
10461,9,0,1
10462,4,1,2
10463,3,2,4
10464,6,1,0
10465,6,2,0
10466,5,2,1
10467,6,2,4
10468,5,1,0
10469,3,1,4
10470,5,2,1
10471,7,5,0
10472,5,2,2
10473,4,1,0
10474,14,3,5
10475,4,1,3
10476,5,1,1
10477,5,1,2
10478,8,3,0
10479,4,1,2
10480,3,2,1
10481,2,1,3
10482,8,1,3
10483,4,1,1
10484,7,2,2
10485,6,3,0
10486,7,1,1
10487,4,3,0
10488,7,1,0
10489,17,1,9
10490,6,0,2
10491,12,0,0
10492,3,1,2
10493,8,1,1
10494,9,0,0
10495,12,2,4
10496,7,0,2
10497,5,1,2
10498,3,2,3
10499,4,0,2
10500,5,1,1
10501,9,3,1
10502,5,2,3
10503,4,1,2
10504,7,4,3
10505,9,1,0
10506,7,0,1
10507,5,0,2
10508,10,0,0
10509,7,0,0
10510,4,2,2
10511,4,0,4
10512,6,1,0
10513,4,4,2
10514,7,1,0
10515,8,1,1
10516,5,1,5
10517,3,0,2
10518,17,1,8
10519,7,2,1
10520,6,1,1
10521,4,0,0
10522,6,3,3
10523,2,1,3
10524,10,0,0
10525,14,3,3
10526,4,1,0
10527,3,0,3
10528,6,2,1
10529,7,0,1
10530,8,1,1
10531,8,2,1
10532,7,0,2
10533,3,0,1
10534,2,2,1
10535,8,1,4
10536,5,0,2
10537,5,3,2
10538,6,1,0
10539,7,1,0
10540,3,2,4
10541,5,1,0
10542,8,1,0
10543,5,1,2
10544,5,1,2
10545,4,0,0
10546,12,1,2
10547,2,0,2
10548,4,2,2
10549,7,1,0
10550,10,2,1
10551,10,2,2
10552,5,1,2
10553,6,1,3
10554,6,1,0
10555,6,2,1
10556,5,1,3
10557,1,1,0
10558,7,1,1
10559,4,1,0
10560,7,3,1
10561,7,1,1
10562,5,2,2
10563,3,1,3
10564,7,2,1
10565,3,1,2
10566,4,2,1
10567,3,0,3
10568,3,1,2
10569,9,1,1
10570,7,1,1
10571,4,3,3
10572,1,1,1
10573,2,0,0
10574,1,0,2
10575,4,2,0
10576,4,1,4
10577,10,0,0
10578,6,0,1
10579,4,1,5
10580,8,2,1
10581,7,1,0
10582,5,1,0
10583,3,1,2
10584,5,0,2
10585,3,2,1
10586,5,1,1
10587,3,1,0
10588,4,1,1
10589,4,0,3
10590,8,0,1
10591,3,1,1
10592,5,2,3
10593,6,1,2
10594,3,3,1
10595,6,2,0
10596,6,0,0
10597,7,4,0
10598,5,3,1
10599,5,1,0
10600,7,1,3
10601,4,1,1
10602,5,1,1
10603,8,2,2
10604,5,1,1
10605,8,1,0
10606,7,0,2
10607,6,2,2
10608,6,2,3
10609,4,3,2
10610,7,2,1
10611,9,2,1
10612,7,2,1
10613,10,1,1
10614,8,1,1
10615,4,0,1
10616,5,3,0
10617,5,1,2
10618,4,1,2
10619,23,2,7
10620,4,0,1
10621,3,1,1
10622,6,2,3
10623,3,0,2
10624,5,2,2
10625,12,1,0
10626,3,1,1
10627,4,0,1
10628,6,1,1
10629,6,1,0
10630,8,1,0
10631,6,2,2
10632,2,1,0
10633,8,0,0
10634,5,2,1
10635,7,1,0
10636,8,2,1
10637,5,0,1
10638,2,1,2
10639,8,1,1
10640,3,0,1
10641,10,2,1
10642,2,0,1
10643,6,1,0
10644,9,1,0
10645,7,2,1
10646,6,1,4
10647,7,1,0
10648,5,2,2
10649,8,1,1
10650,5,0,2
